platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers,title_clean,engagement_score,like_ratio,comment_ratio,is_viral,title_length,title_word_count,has_question,has_exclamation,title_caps_ratio,creator_tier,month,quarter,year_quarter
YouTube,lLJsAqLPiL4,Rishab Jain STEM,UCTbbRZ087eI_IS1PhQK_mug,"The Extracurricular that Got Me Into Harvard, Stanford, MIT...",2023-07-23,149284,5110,217,PT12M58S,https://youtube.com/watch?v=lLJsAqLPiL4,best extracurriculars for college,college extracurriculars|extracurriculars that got me into harvard|extracurriculars high school|high school extracurriculars|revealing my extracurriculars,"I will show you HOW to write your extracurriculars section, and what I did.
ALL the other videos about revealing ECs are trash! Here's why:

This video shows you not just WHAT my extracurriculars were",41400,"The Extracurricular that Got Me Into Harvard, Stanford, MIT...",204724,0.034230058144208354,0.0014536052088636425,False,62,9,False,False,0.16129032258064516,Mid,7,3,2023Q3
YouTube,KL1jbi0Bu6Q,Niche: The College Search App,UCdp-NoQfCh8lbfrnY-adb_g,Ranking High School Extracurriculars from Worst to Best,2024-11-07,148127,5395,101,PT1M,https://youtube.com/watch?v=KL1jbi0Bu6Q,summer programs for high school students,,Get involved with causes you're passionate about and show your commitment and leadership skills through your extracurriculars! Do something because you truly want to and not just for college applicati,12700,Ranking High School Extracurriculars from Worst to Best,204097,0.036421449161867854,0.0006818473337068866,False,55,8,False,False,0.10909090909090909,Mid,11,4,2024Q4
YouTube,ftGjdeUQRDM,KIC TV,UCnq3yuiIUlTDTWh7KHniotQ,TNEA 2025 Counseling Explained-Step-by-Step Guide to Admissions | Best College in Cbe,2025-04-03,147057,4310,0,PT2M37S,https://youtube.com/watch?v=ftGjdeUQRDM,college application timeline guide,karpagam college of engineering|karpagam|coimbatore engineering colleges|best engineering college|kce,Wondering how the TNEA counseling process works? Our faculty breaks it down step by step from registration to seat allotment so you know exactly what to expect. Watch now and get clarity on your admis,7350,TNEA 2025 Counseling Explained-Step-by-Step Guide to Admissions | Best College in Cbe,190157,0.029308363423706452,0.0,False,85,12,False,False,0.15294117647058825,Micro,4,2,2025Q2
YouTube,BW1geCoOiH0,Bharat in Germany!,UCnpz3eMa1IJcgsSU15W0H3Q,Why you will get REJECTED from German universities!,2024-04-17,145808,6843,131,PT56S,https://youtube.com/watch?v=BW1geCoOiH0,rejected from every college what I learned,,"⭐100% FREE Resources⭐:

🇩🇪 Mini-Course to learn German 3x Faster than others:
https://fastergerman.com/free

🇩🇪 Webinar How to study in Germany (English & Hindi):
https://bharatingermany.com/webinar

",432000,Why you will get REJECTED from German universities!,216858,0.04693158125754417,0.0008984417864589049,False,51,8,False,True,0.19607843137254902,Macro,4,2,2024Q2
YouTube,vOcUj55U8ec,Crazy Medusa,UC5eQRbF73v1wSpIfbD4zExQ,"Ivy League Accepted Extracurricular Activities | Harvard, Cornell, Columbia Student Profile!",2024-01-22,143317,4112,188,PT16M32S,https://youtube.com/watch?v=vOcUj55U8ec,best extracurriculars for college,crazy medusa|saloni verma|saloni verma official|saloni verma harvard|what extracurriculars you need for ivy leagues,"#studyabroad #scholarships #ivyleague 

Research Bootcamp by Incognito Blueprints: https://www.incognitoblueprints.com/researchbootcamp

Personal mentorship program: https://www.incognitoblueprints.co",239000,"Ivy League Accepted Extracurricular Activities | Harvard, Cornell, Columbia Student Profile!",188197,0.028691641605671343,0.0013117773885861412,False,92,11,False,True,0.10869565217391304,Macro,1,1,2024Q1
YouTube,J-QyNxqlmpo,millie liao,UCP1ethGXE7MD8B9MuVJ35ew,"essays that got me into yale, stanford, princeton, ucla, and more!!",2023-12-12,142986,5076,93,PT14M19S,https://youtube.com/watch?v=J-QyNxqlmpo,common app essay that got me accepted,,"have a dream school? curicular can help: https://www.curicular.com/plans-pricing 
use code *MILLIE01* for a discount for our services!!!

hi friends!!! i'm so excited to finally bring to you guys the ",437000,"essays that got me into yale, stanford, princeton, ucla, and more!!",195606,0.03549997901892493,0.0006504133271788846,False,67,11,False,True,0.0,Macro,12,4,2023Q4
YouTube,8deq9OYHpNE,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,HARVARD Students Rank BEST Extracurriculars ft. Rishab Jain,2023-07-17,141867,3450,207,PT23M48S,https://youtube.com/watch?v=8deq9OYHpNE,best extracurriculars for college,harvard|college apps|high school|rishab jain,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

REVIEWING RESUMES & COLLEGE APPS FOR FREE. I’ll be breaking down your applications in a future video. If you’re looking for a ",102000,HARVARD Students Rank BEST Extracurriculars ft. Rishab Jain,180507,0.02431855188310178,0.0014591131129861067,False,59,8,False,False,0.2711864406779661,Macro,7,3,2023Q3
YouTube,WOFPeLDBhRM,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The SECRET Strategy to ACE Your College Interview🤫,2024-10-14,139676,8489,40,PT48S,https://youtube.com/watch?v=WOFPeLDBhRM,college admissions consultant review,,"The TOP-SECRET Strategy to ACE Your College Interview🤫⬇️

Interviews can be a make-or-break part of the admissions process, ESPECIALLY for Ivy League schools. 🎓

During this video, I revealed the EXAC",714000,The SECRET Strategy to ACE Your College Interview🤫,225366,0.06077636816632779,0.00028637704401615166,False,50,8,False,False,0.28,Macro,10,4,2024Q4
YouTube,bN4R0uOSmEQ,Shinwoo Lee,UCD5fLsqjgzJkqvWIq-aF31g,Do these 6 extracurriculars and thank me later,2025-06-08,131328,6865,167,PT13M45S,https://youtube.com/watch?v=bN4R0uOSmEQ,how to build college resume high school,,"Free 6-Day T20 App Breakdown Series:
https://www.inspirateconsulting.net/6-day-series--d43a2
Get a personalized step-by-step roadmap to get into your dream school in 7 days:
https://www.inspirateconsu",50700,Do these 6 extracurriculars and thank me later,203318,0.052273696393762184,0.0012716252436647173,False,46,8,False,False,0.021739130434782608,Mid,6,2,2025Q2
YouTube,vbjCig_nLdY,MBA Fundas by Sunstone,UCaTV8HRt51_H-LHHoiInHEg,💥MBA in Healthcare 🏥MBA Healthcare Top Jobs &amp; Salary!MBA Healthcare 2024🤩#mbajobs #mbacolleges #MBA,2024-05-25,130820,2185,356,PT3M40S,https://youtube.com/watch?v=vbjCig_nLdY,college admissions consultant review,MBA in Healthcare|MBA in Healthcare management|mba healthcare management|mba|MBA in Healthcare 2024,"➡️Get Free MBA Career Counselling by Sunstone: 
https://sunstone.in/mba-education-that-works?utm_source=social_youtube_mba&utm_medium=description&utm_campaign=l_mbainhealtcare

💥MBA in Healthcare 🏥MBA",75100,💥MBA in Healthcare 🏥MBA Healthcare Top Jobs &amp; Salary!MBA Healthcare 2024🤩#mbajobs #mbacolleges #MBA,159790,0.016702339091881974,0.0027212964378535392,False,103,13,False,True,0.17475728155339806,Mid,5,2,2024Q2
YouTube,-dNFDkQhrPs,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,What if I told you the essays that got me into Harvard could’ve been written by AI?,2025-06-08,126495,4593,31,PT1M11S,https://youtube.com/watch?v=-dNFDkQhrPs,common app essay that got me accepted,,"I used to think writing a “perfect” essay would get me into my dream school (I was wrong…😅)

but the ones that actually work aren’t perfect. they’re real.

Admissions officers read thousands of essays",714000,What if I told you the essays that got me into Harvard could’ve been written by AI?,173045,0.03630973556267046,0.0002450689750583027,False,83,17,True,False,0.060240963855421686,Macro,6,2,2025Q2
YouTube,c9M6rDzNXgM,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,High School Summer Program Deadlines (March 2026),2026-02-20,125772,3076,37,PT7S,https://youtube.com/watch?v=c9M6rDzNXgM,summer programs for high school students,,,714000,High School Summer Program Deadlines (March 2026),157272,0.024456953853003848,0.00029418312501987726,False,49,7,False,False,0.12244897959183673,Macro,2,1,2026Q1
YouTube,oKb6FBN7is0,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,How to Set Yourself Up For Success in High School as a Freshman 🫡,2024-10-17,117190,7630,41,PT38S,https://youtube.com/watch?v=oKb6FBN7is0,summer programs for high school students,,"If you’re in 9th Grade and unsure about how to navigate high school STRATEGICALLY, you’re not alone. 

The biggest mistake most students make is NOT BUILDING A STRONG FOUNDATION ⚠️😬

🔑Here’s the deal:",714000,How to Set Yourself Up For Success in High School as a Freshman 🫡,194310,0.06510794436385357,0.00034985920300366927,False,65,14,False,False,0.13846153846153847,Macro,10,4,2024Q4
YouTube,nenMaCsLp2Y,Amy Wang,UCb9fs9s67BXlX7rXVzRf5cQ,I applied to HARVARD and here&#39;s the RESULT 😱,2024-11-02,112303,3819,452,PT32M26S,https://youtube.com/watch?v=nenMaCsLp2Y,I got into Harvard here's how,harvard|application|college application|admissions|admissions reaction,"Drop a LIKE for the 6 months, 35 hours of editing, countless hours of working...and this video is finally born! Ta-da!

Thanks for your patience as I work on this beast of a video with my lovely edito",806000,I applied to HARVARD and here&#39;s the RESULT 😱,159533,0.03400621532817467,0.004024825694772179,False,48,9,False,False,0.2916666666666667,Macro,11,4,2024Q4
YouTube,hdpahKOJlmo,Street Cents,UCbymQ2WsHDRzxTOjWFrjGFA,First Resume (NO Work Experience) #Advice #ResumeTips #Jobs #Student #StreetCents,2025-03-24,110772,6032,35,PT53S,https://youtube.com/watch?v=hdpahKOJlmo,how to build college resume high school,Mercedes|Ray|Hannah|Financial Education|Financial Planning,"Need help with your first resume? We got you. Even if you have no work experience, don't let that stop you from applying for summer jobs! Write a few sentences about goals and talk about any volunteer",320000,First Resume (NO Work Experience) #Advice #ResumeTips #Jobs #Student #StreetCents,171792,0.05445419420070054,0.0003159643231141444,False,81,10,False,False,0.16049382716049382,Macro,3,1,2025Q1
YouTube,9AqzDDItDwM,The Education,UCJNby2q5H67nCrnjXsHSDFQ,"SASTRA University Admissions 2025: Fees, Seats, Cutoff &amp; Complete Guide!",2025-03-15,105495,1613,637,PT9M29S,https://youtube.com/watch?v=9AqzDDItDwM,college application timeline guide,SASTRA University Admission 2024|SASTRA B.Tech Fees|SASTRA Seat Matrix|SASTRA University Cutoff 2024|SASTRA JEE Main Cutoff,"Planning to join SASTRA Deemed University? Here’s a complete guide to B.Tech admissions 2024, covering eligibility, seat matrix, fee structure, cutoff trends, and admission process. This video will he",76300,"SASTRA University Admissions 2025: Fees, Seats, Cutoff &amp; Complete Guide!",134365,0.015289824162282573,0.006038200862600123,False,76,10,False,True,0.17105263157894737,Mid,3,1,2025Q1
YouTube,tCJpRcRrfhc,jina,UCuPwpZzR84bBa0_YJIoeE0Q,revealing my ESSAYS that got me into mit + harvard + more ‼️ | common app + supps :),2024-07-23,105494,3680,121,PT13M55S,https://youtube.com/watch?v=tCJpRcRrfhc,common app essay that got me accepted,,"here is the long awaited college essay video !

I decided to share only some of my essays because the others were more personal sorry if that disappointed you, but please respect my privacy as well !
",6270,revealing my ESSAYS that got me into mit + harvard + more !!️ | common app + supps :),144714,0.034883500483439814,0.0011469846626348417,False,85,19,False,True,0.07058823529411765,Micro,7,3,2024Q3
YouTube,EwXa8siVONQ,HSA Tutoring,UCD_CUWbcpEzTt0WPFA3NQjg,What HARVARD students wrote in their COMMON APP essays (pt. 6),2023-06-05,104097,1987,26,PT29S,https://youtube.com/watch?v=EwXa8siVONQ,common app essay that got me accepted,Harvard|Harvard College|HARVARD|Harvard University|Harvard Student Agencies,#harvard #collegeacceptance #collegeessay,668,What HARVARD students wrote in their COMMON APP essays (pt. 6),124487,0.019087966031681988,0.0002497670441991604,False,62,11,False,False,0.27419354838709675,Nano,6,2,2023Q2
YouTube,32Uq1qNSDz4,Rishab Jain STEM,UCTbbRZ087eI_IS1PhQK_mug,"STEM Summer Programs for High Schoolers (Research, Camps, Internships)",2023-02-27,102628,3172,134,PT16M55S,https://youtube.com/watch?v=32Uq1qNSDz4,summer programs for high school students,summer camp|high school summer program|high school summer internships|high school summer research|research opportunities,"These are the best summer programs, camps, and internships for high school students in STEM. Some are summer internships, others are research opportunities. I have included a few bonus opportunities, ",41400,"STEM Summer Programs for High Schoolers (Research, Camps, Internships)",137028,0.030907744475191956,0.0013056865572748178,False,70,9,False,False,0.15714285714285714,Mid,2,1,2023Q1
YouTube,xz3eemoV1IA,ElevatEd School,UCVUmMgbE92YeVtOAa3JZcuA,"How To Write ALL 8 UC PIQ Essay Prompts (No BS, Pure Gold)",2023-11-05,101432,4033,74,PT11M2S,https://youtube.com/watch?v=xz3eemoV1IA,common app essay that got me accepted,college applications|common app essay|common app|college application tips|kevin zhen,Want to work with us? Schedule a FREE intro meeting today: https://www.elevated.school/getstarted?utm_source=youtube&utm_medium=longform&utm_campaign=supplemental-essay-masterclass&utm_content=how-to-,65100,"How To Write ALL 8 UC PIQ Essay Prompts (No BS, Pure Gold)",143242,0.03976062780976418,0.000729552803848884,False,58,13,False,False,0.3103448275862069,Mid,11,4,2023Q4
YouTube,fXujj6-usnA,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,Do This As a High School Sophomore For Ivy Colleges,2023-07-22,100905,5114,74,PT40S,https://youtube.com/watch?v=fXujj6-usnA,summer programs for high school students,high school|college apps,Interested in affordable 1-on-1 Consulting? Email pratik.self.improvement@gmail.com for more details.,102000,Do This As a High School Sophomore For Ivy Colleges,153525,0.05068133392795204,0.0007333630642683712,False,51,10,False,False,0.17647058823529413,Macro,7,3,2023Q3
YouTube,1vL_Z5JyLxs,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,You can now attend Harvard or MIT for FREE?!?!🤯 Here’s what you need to know ✅,2025-10-07,100700,4184,52,PT43S,https://youtube.com/watch?v=1vL_Z5JyLxs,I got into Harvard here's how,,,714000,You can now attend Harvard or MIT for FREE?!?!🤯 Here’s what you need to know ✅,143580,0.04154915590863952,0.0005163853028798411,False,78,16,True,True,0.1282051282051282,Macro,10,4,2025Q4
YouTube,-z4v-Dw7n50,Resume Genius,UCpVSvYZ8YkDyM0YYcLozQ7Q,EASY GUIDE to Writing a High School Student Resume (with Free Templates!),2025-06-24,97089,1813,37,PT6M10S,https://youtube.com/watch?v=-z4v-Dw7n50,how to build college resume high school,high school resume|resume for high school students|high school resume templates|job resume with no experience|resume for teenagers,"Need a resume for your first job out of high school, but not sure where to start? 🤔 We'll walk you step-by-step through making a high school resume that'll help you stand out and get a job... Even if ",15300,EASY GUIDE to Writing a High School Student Resume (with Free Templates!),115959,0.018673588151077877,0.0003810936357362832,False,73,12,False,True,0.2191780821917808,Mid,6,2,2025Q2
YouTube,8Bn-dtDjKHI,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,SUMMER PROGRAMS FOR HIGH SCHOOL JUNIORS,2023-12-03,97088,5638,30,PT11S,https://youtube.com/watch?v=8Bn-dtDjKHI,summer programs for high school students,,"Read ONLY IF you want to boost your resume ⬇️📚

Ever wondered why productive summers matter for college applications? 🌟

Investing your summers in impactful programs not only adds depth to your experi",714000,SUMMER PROGRAMS FOR HIGH SCHOOL JUNIORS,154068,0.058071028345418586,0.0003089980224126566,False,39,6,False,False,0.8717948717948718,Macro,12,4,2023Q4
YouTube,N9PdB0VTAHs,Nexus Prep,UCqnqjtXBFclBAw5fnnYhA7Q,This is how Elite Colleges decide who gets in (and how you can make the cut),2024-07-13,94766,3829,184,PT10M,https://youtube.com/watch?v=N9PdB0VTAHs,college admissions consultant review,,"In this video, we go over everything elite colleges do to make their final admissions decisions, and everything you need to do to get your application past each stage.

WEBSITE: https://www.apetutorin",984,This is how Elite Colleges decide who gets in (and how you can make the cut),136736,0.04040478652681342,0.0019416246333073043,False,76,16,False,False,0.039473684210526314,Nano,7,3,2024Q3
YouTube,W-nIrQk6ZQM,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,Reading The Secret College Essay Harvard Admissions LOVED,2023-06-08,94641,3081,74,PT15M20S,https://youtube.com/watch?v=W-nIrQk6ZQM,common app essay that got me accepted,,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

This is one of the greatest college essays I have ever read. Learn from it, and use it to write your own fantastic personal st",102000,Reading The Secret College Essay Harvard Admissions LOVED,126931,0.03255460107141725,0.0007819021354381294,False,57,8,False,False,0.21052631578947367,Macro,6,2,2023Q2
YouTube,OiqTKMW4VIs,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,“Which summer programs will actually help with college applications?” ☀️ (Ep. 7),2025-10-22,88087,3554,14,PT1M38S,https://youtube.com/watch?v=OiqTKMW4VIs,summer programs for high school students,,,714000,“Which summer programs will actually help with college applications?” ☀️ (Ep. 7),123907,0.040346475643398,0.0001589337813752313,False,80,12,True,False,0.025,Macro,10,4,2025Q4
YouTube,5haJBvSLDXM,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,The SECRET strategy to secure internships as a highschool student *WITHOUT* ANY experience! 🤫,2024-05-29,84683,6698,32,PT52S,https://youtube.com/watch?v=5haJBvSLDXM,summer programs for high school students,,"DM me “EMAIL” on my Instagram @ultimateivyleagueguide & I’ll send you my EXACT cold-email template for FREE! 😉📧

#studygram #studymotivation #studytips #ivyleague #harvard #studyhacks #summerprograms ",714000,The SECRET strategy to secure internships as a highschool student *WITHOUT* ANY experience! 🤫,152303,0.07909497774051462,0.0003778798578227035,False,93,14,False,True,0.1827956989247312,Macro,5,2,2024Q2
YouTube,7hxl0UzjR2I,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Eddie got into Harvard by doing MAGIC TRICKS 🪄🃏 Here’s how he made admissions remember him…,2025-11-10,81990,2764,22,PT44S,https://youtube.com/watch?v=7hxl0UzjR2I,I got into Harvard here's how,,,714000,Eddie got into Harvard by doing MAGIC TRICKS 🪄🃏 Here’s how he made admissions remember him...,110070,0.03371142822295402,0.00026832540553726065,False,93,16,False,False,0.15053763440860216,Macro,11,4,2025Q4
YouTube,ob-avRmcbho,Crazy Medusa,UC5eQRbF73v1wSpIfbD4zExQ,International High School Summer Programs | Scholarships &amp; Application Process,2023-02-20,81896,2690,139,PT12M57S,https://youtube.com/watch?v=ob-avRmcbho,summer programs for high school students,how to get scholarship in harvard university|how to get scholarship in harvard university for international students|100% scholarship in harvard|harvard scholarship for indian students|does harvard pay for international students,"#internationalstudents #summerprogram #studyabroad #harvard 

Incognito Blueprints Research Bootcamp: https://www.incognitoblueprints.com/researchbootcamp
Personal mentorship program: https://www.inco",239000,International High School Summer Programs | Scholarships &amp; Application Process,111576,0.03284653707140764,0.0016972745921656736,False,82,10,False,False,0.0975609756097561,Macro,2,1,2023Q1
YouTube,rA3ZmR2kZPo,The Stanford Daily,UCWg3QqUzqxXt6herm5sMjNw,Stanford Students Reveal What They Wrote Their Common App Essays About | Open Up,2024-05-22,78921,1816,54,PT6M49S,https://youtube.com/watch?v=rA3ZmR2kZPo,common app essay that got me accepted,,"Stanford students tell us what they wrote their Common App essays about -- and if their essays still hold up now. 

Special thanks to Ethan David Scott '27, Kilas Gallimore '26, Lauren Koong '26, Budd",3400,Stanford Students Reveal What They Wrote Their Common App Essays About | Open Up,98161,0.023010352124276174,0.0006842285323297981,False,80,14,False,False,0.1625,Micro,5,2,2024Q2
YouTube,YOhRlx5qB24,Pratik Vangal,UCANgLJ3GA29oBa1L6-YKnmA,The Summer Extracurricular BLUEPRINT for ACCEPTANCE,2024-06-25,78538,4123,181,PT14M12S,https://youtube.com/watch?v=YOhRlx5qB24,summer programs for high school students,,"Inquiries for 1:1 Private Admissions Advisory: https://atlaseducation.co

The best activities to get involved in for Ivy League admission in 2024. 

Simple Extracurricular Planning Template: https://d",102000,The Summer Extracurricular BLUEPRINT for ACCEPTANCE,123388,0.05249688049097252,0.002304616873360666,False,51,6,False,False,0.43137254901960786,Macro,6,2,2024Q2
YouTube,Vn0rJSvD-o8,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Best high school summer programs to apply to (with no experience!),2026-01-19,76203,3273,43,PT11S,https://youtube.com/watch?v=Vn0rJSvD-o8,summer programs for high school students,,"Whether you have past experience or not, winter is PEAK season for summer program apps.

Every year I see students say “I’ll apply next month”… and then realize the best programs already closed 😬⏰

I’",714000,Best high school summer programs to apply to (with no experience!),109793,0.042951064918703985,0.0005642822461057964,False,66,11,False,True,0.015151515151515152,Macro,1,1,2026Q1
YouTube,NqgpOqSvR78,ElevatEd School,UCVUmMgbE92YeVtOAa3JZcuA,The Common App Essay That Got Me Into Yale and Featured on the New York Times! (Part 1) | Jeffrey Yu,2023-06-28,73120,3271,23,PT54S,https://youtube.com/watch?v=NqgpOqSvR78,common app essay that got me accepted,Jeffrey yu|zhened|college applications|common app essay|common app,"#collegeadmissions #ivyleague #commonapplication
#elevatedschool #kevinzhen #kevinzhensei #jeffreyyu #collegeessay #college #collegeessays  #commonapp #applyingtocollege #collegeapps #collegeapplicati",65100,The Common App Essay That Got Me Into Yale and Featured on the New York Times! (Part 1) | Jeffrey Yu,106290,0.04473468271334792,0.00031455142231947485,False,100,21,False,True,0.16,Mid,6,2,2023Q2
YouTube,fFObpGXNEys,Saurabh Dhote,UC5Ahk5R-aK3jJuB51qb6u7Q,summer camp Pm shri school Sawalmendha #summercamp #pmshri #schoolactivity #activities,2025-05-26,72905,395,4,PT19S,https://youtube.com/watch?v=fFObpGXNEys,summer programs for high school students,,#summercamp #summer #camp #fun #kids #summerfun #kidscamp #summercamps #summervibes #education #kidsactivities #dance #summertime #art #daycamp #children #learning #stem #camping #preschool #adventure,4230,summer camp Pm shri school Sawalmendha #summercamp #pmshri #schoolactivity #activities,76935,0.00541800973870105,5.486592140456759e-05,False,86,10,False,False,0.023255813953488372,Micro,5,2,2025Q2
YouTube,lXlRIqUh7Lg,UNV ESARO,UCNiQNScqXN_qg8GUpTwji-w,How to become a UN Volunteer in 5 simple steps,2024-05-24,67664,1421,49,PT2M13S,https://youtube.com/watch?v=lXlRIqUh7Lg,volunteer opportunities for college apps,,This is an animated walkthrough on how to sign up to the unified volunteer platform and apply for volunteer opportunities with the United Nations.,1950,How to become a UN Volunteer in 5 simple steps,82854,0.021000827618822417,0.0007241664696145661,False,46,10,False,False,0.08695652173913043,Micro,5,2,2024Q2
YouTube,F5JotPxYtYs,Waitatiri,UC-FSZlRjR-P2laislA1JAdg,Reading My Personal Statement | Esai yang Aku Pakai untuk Daftar S2 Harvard &amp; LPDP | Study Abroad,2023-03-19,67463,2678,63,PT14M18S,https://youtube.com/watch?v=F5JotPxYtYs,common app essay that got me accepted,waitatiri|indonesia|studying|vlog|harvard,"[Turn on CC for Indonesian subtitle!]

Hi friends! I am Wai from Indonesia, Harvard Graduate School of Education class of 2023. In this video, I am reading the personal statement that got me into Harv",3280,Reading My Personal Statement | Esai yang Aku Pakai untuk Daftar S2 Harvard &amp; LPDP | Study Abroad,95503,0.039695833271571085,0.0009338452188607088,False,101,18,False,False,0.15841584158415842,Micro,3,1,2023Q1
YouTube,e59Snx9PDLQ,Mahad Khan,UCQWnytHKeJEHXh85rC6tW2A,THREE HACKS to NAIL Your UC Essays,2023-11-10,65487,3297,23,PT1M1S,https://youtube.com/watch?v=e59Snx9PDLQ,common app essay that got me accepted,College|College admissons|student|high school|AP classes,I'll edit your college essay! 📝 https://nextadmit.com,365000,THREE HACKS to NAIL Your UC Essays,98917,0.05034587017270603,0.00035121474491120377,False,34,7,False,False,0.5294117647058824,Macro,11,4,2023Q4
YouTube,58o89seGCGk,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,I’m a Harvard student. Here’s what I wish I understood sooner about college admissions.,2024-12-07,64920,5522,23,PT39S,https://youtube.com/watch?v=58o89seGCGk,I got into Harvard here's how,,"At Ultimate Ivy League Guide, college admissions isn’t the end goal—it’s just the beginning 🌟

It’s about building a life filled with growth, purpose, and impact. The real question is: how are you mak",714000,I’m a Harvard student. Here’s what I wish I understood sooner about college admissions.,120600,0.08505853357979051,0.0003542821934688848,False,87,14,False,False,0.05747126436781609,Macro,12,4,2024Q4
YouTube,GJIoiLN9Vhg,TODAY,UChDKyKQ59fYz3JO2fl0Z6sg,Parents are hiring pricey consultants to help kids get into college,2024-03-19,64619,683,238,PT5M40S,https://youtube.com/watch?v=GJIoiLN9Vhg,college admissions consultant review,Al Roker|Entertainment|Food|Health|Hoda Kotb,"Many high school students are starting to get their acceptance or rejection letters from colleges. While it can be a stressful time for families, it's fueling a $3 billion industry of independent educ",5010000,Parents are hiring pricey consultants to help kids get into college,76209,0.010569646698339498,0.003683127253594144,False,67,11,False,False,0.014925373134328358,Mega,3,1,2024Q1
YouTube,-VSuGG46-1I,Rishab Jain STEM,UCTbbRZ087eI_IS1PhQK_mug,"This Essay Strategy Got Me Into Harvard, Stanford, MIT",2023-06-21,62918,2407,57,PT8M1S,https://youtube.com/watch?v=-VSuGG46-1I,common app essay that got me accepted,college essay ideas|how to brainstorm college essay ideas|how to brainstorm for college essay ideas|coming up with college essay ideas|college essay,"Learn how to brainstorm GOOD college application essay ideas and topics that will get you into YOUR DREAM SCHOOL.

In this video, I share the ultimate guide to coming up with good ideas and topics for",41400,"This Essay Strategy Got Me Into Harvard, Stanford, MIT",88128,0.038256142916176614,0.0009059410661495915,False,54,9,False,False,0.2037037037037037,Mid,6,2,2023Q2
YouTube,pBRfM-vC2lE,College Khabri ,UCuvtkqM_ivHmSHBmNHxczmw,Kalinga University Review | kiit bhubaneswar review | kiit college review 2024,2024-04-17,62375,848,16,PT50S,https://youtube.com/watch?v=pBRfM-vC2lE,college admissions consultant review,Kalinga University Review|kalinga university review|kiit campus tour|kalinga institute of industrial technology|kiit university,"Kalinga University Review,
kalinga university review,
kiit campus tour,
kalinga institute of industrial technology,
kiit university,
kalinga university,
kiit university bhubaneswar review,
kiit univer",26300,Kalinga University Review | kiit bhubaneswar review | kiit college review 2024,71175,0.013595190380761523,0.0002565130260521042,False,78,12,False,False,0.038461538461538464,Mid,4,2,2024Q2
YouTube,Xkt8596-zAc,Elise Pham,UCQgwF5Od06EKCvhEh1tmQDw,Getting straight A’s WON’T get you into Harvard…here’s why,2025-08-03,60450,3013,52,PT1M5S,https://youtube.com/watch?v=Xkt8596-zAc,I got into Harvard here's how,,,714000,Getting straight A’s WON’T get you into Harvard...here’s why,91620,0.0498428453267163,0.0008602150537634409,False,60,9,False,False,0.11666666666666667,Macro,8,3,2025Q3
YouTube,jM8IOae__zk,fatiha haider,UCMIGL5YWaHbMPsftLLp51uQ,Reading My PRINCETON Essays! + Tips &amp; Tricks,2023-11-19,59060,1720,40,PT22M18S,https://youtube.com/watch?v=jM8IOae__zk,common app essay that got me accepted,,"Welcome to my channel! In this video, I'm sharing a behind-the-scenes look at my Princeton University application journey by reading my personal statement essay and supplemental essays that got me int",559,Reading My PRINCETON Essays! + Tips &amp; Tricks,77060,0.029122925838130715,0.0006772773450728074,False,48,8,False,True,0.2916666666666667,Nano,11,4,2023Q4
YouTube,MtFfK9uVg6s,Shinwoo Lee,UCD5fLsqjgzJkqvWIq-aF31g,how to get the most out of high school summer (ALL grades),2024-05-03,57343,3197,187,PT6M32S,https://youtube.com/watch?v=MtFfK9uVg6s,summer programs for high school students,,"Free 6-Day T20 App Breakdown Series:
https://www.inspirateconsulting.net/6-day-series--d43a2
Get a personalized step-by-step roadmap to get into your dream school in 7 days:
https://www.inspirateconsu",50700,how to get the most out of high school summer (ALL grades),93053,0.05575222782205326,0.003261078074045655,False,58,12,False,False,0.05172413793103448,Mid,5,2,2024Q2
YouTube,_nwgVTR_ObQ,Global Scholarships,UCU6csRRs2KQhazaYk_EGyew,Applying to the University of Tokyo: A Guide for International Undergraduate Students,2023-09-27,57106,1551,124,PT8M,https://youtube.com/watch?v=_nwgVTR_ObQ,college application timeline guide,tokyo international university|utokyo,"Discover the step-by-step process of applying to the University of Tokyo as an international undergraduate student.

From navigating the university's official website to filling out the online applica",28500,Applying to the University of Tokyo: A Guide for International Undergraduate Students,75096,0.027160018211746576,0.0021714005533569154,False,85,12,False,False,0.09411764705882353,Mid,9,3,2023Q3
